Company Name,Ratings,Reviews,Salaries,Interviews,Jobs,Benefits,Photos,Highly Rated for,Critical Rated for,Industry,Location
Bajaj Steel Industries,3.3,182,1000,13,3,11,,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Industrial Machinery,Nagpur +8 other locations
Kapil Chit Funds,4,179,368,4,,18,,"Company Culture, Work Life Balance, Skill Development / Learning",,FinTech,Hyderabad +47 other locations
TPF Engineering,3.8,179,616,19,41,18,,,"Promotions / Appraisal, Salary & Benefits, Job Security",Engineering & Construction,Mumbai +31 other locations
DESIGNCO,3.9,179,726,14,12,13,,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal,Import & Export,Moradabad +7 other locations
Lithium Urban Technologies,3.5,179,674,9,2,5,7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",Urban Transport,Bengaluru +13 other locations
Nabard Consultancy Services,3.7,179,494,16,2,8,1,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning",Management Consulting,New Delhi +57 other locations
Sakarni Plaster,4.4,179,360,46,,5,,"Work Life Balance, Company Culture, Work Satisfaction",,Building Material,New Delhi +28 other locations
Little Nap Recliners,4.7,179,28,23,,36,72,"Company Culture, Job Security, Work Life Balance",,Furniture & Furnishing,New Delhi +18 other locations
Antino,2.7,179,833,36,46,27,7,,"Job Security, Promotions / Appraisal, Company Culture",Emerging Technologies,Gurugram +6 other locations
Indian Council of Medical Research,4.2,179,665,6,,5,,"Work Life Balance, Company Culture, Work Satisfaction","Job Security, Promotions / Appraisal",Healthcare,New Delhi +39 other locations
Miraj Group,4,179,755,13,,15,3,"Work Life Balance, Company Culture, Work Satisfaction",,Printing & Publishing,Udaipur +26 other locations
Gangar Eyenation,3.6,179,519,11,28,17,,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction",Retail,Mumbai +22 other locations
Blue Tokai Coffee Roasters,3.8,179,627,10,6,15,1,Work Life Balance,Promotions / Appraisal,Beverage,New Delhi +10 other locations
Tata Power Renewable Energy,4,179,485,8,,5,2,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,Power,Bengaluru +37 other locations
United Nations Development Programme,4.1,179,502,16,4,15,5,"Work Life Balance, Company Culture, Work Satisfaction","Job Security, Promotions / Appraisal",Non-Profit,New Delhi +58 other locations
Indus Motors,4,179,639,3,6,15,,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,Automobile,Kochi +32 other locations
Market Xcel Data Matrix,2.7,179,620,12,1,9,2,,"Job Security, Promotions / Appraisal, Company Culture",Analytics & KPO,New Delhi +29 other locations
Teleminds Infotech,2.8,179,662,13,1,20,3,,"Promotions / Appraisal, Job Security, Company Culture",BPO,Kolkata +2 other locations
MaxVal Group,3.2,179,1000,22,9,9,12,,"Promotions / Appraisal, Work Satisfaction, Job Security",IT Services & Consulting,Coimbatore +8 other locations
Ansal Api,3.9,179,457,12,,10,,"Work Life Balance, Company Culture, Work Satisfaction",,Real Estate,New Delhi +17 other locations
OneAdvanced,3,179,1100,19,6,1,10,,"Job Security, Promotions / Appraisal, Skill Development / Learning",IT Services & Consulting,Bengaluru +6 other locations
Prgx India,3.4,179,1200,14,60,21,,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",Accounting & Auditing,Pune +2 other locations
Republic TV,2.9,179,787,19,,6,,,"Company Culture, Work Life Balance, Work Satisfaction",Media & Entertainment,Noida +8 other locations
Collage,4.2,178,435,17,,9,,"Work Life Balance, Company Culture, Work Satisfaction",,Retail,Hyderabad +78 other locations
Starworth Infrastructure Construction,3.6,178,737,12,7,7,,Salary & Benefits,"Job Security, Promotions / Appraisal, Skill Development / Learning",Engineering & Construction,Bengaluru +8 other locations
Arwade Infrastructure,4,178,538,10,,12,,"Salary & Benefits, Skill Development / Learning, Company Culture",,Engineering & Construction,Pune +11 other locations
MSV International,3.8,178,501,15,15,10,,,"Promotions / Appraisal, Job Security, Skill Development / Learning",Engineering & Construction,Gurugram +64 other locations
CR Asia,3.9,178,638,11,,33,,"Job Security, Skill Development / Learning",,Oil & Gas,Jamnagar +12 other locations
Don Bosco Tech Society,4,178,332,11,10,25,1,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Job Security, Salary & Benefits",Non-Profit,New Delhi +50 other locations
Hitek Syndicate,3.6,178,426,8,1,6,,,"Salary & Benefits, Company Culture, Work Satisfaction",Banking,New Delhi +16 other locations
Institute of Language Management,4.2,178,210,16,,27,,"Skill Development / Learning, Company Culture, Job Security",,Education & Training,Bengaluru +12 other locations
MSL Driveline Systems,4.3,178,629,3,,14,2,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Promotions / Appraisal,Auto Components,Nashik +8 other locations
Magnit Global,3.3,179,712,18,,1,12,,"Promotions / Appraisal, Job Security, Company Culture",Software Product,Vadodara +6 other locations
S V S Projects India,3.2,178,568,11,,13,,,"Promotions / Appraisal, Company Culture, Salary & Benefits",Engineering & Construction,Hyderabad +9 other locations
RPP Infra Projects,3.8,178,730,24,,7,,Skill Development / Learning,"Promotions / Appraisal, Job Security, Company Culture",Engineering & Construction,Chennai +32 other locations
Swelect Energy Systems,4,178,499,15,,8,,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",Electrical Equipment,Chennai +41 other locations
Wellspring Healthcare,2.7,178,493,7,,18,4,,"Promotions / Appraisal, Company Culture, Work Satisfaction",Healthcare,Mumbai +27 other locations
SYNCHRONIZED SUPPLY SYSTEMS,4,178,622,10,,19,10,"Company Culture, Work Life Balance, Work Satisfaction",,Logistics,Gurugram +19 other locations
Cadmaxx Solutions,3.5,178,758,18,,6,,,"Promotions / Appraisal, Job Security, Skill Development / Learning",IT Services & Consulting,Bengaluru +14 other locations
Anytime Fitness,3.6,178,749,14,67,11,,,"Job Security, Promotions / Appraisal, Salary & Benefits",Fitness & Wellness,New Delhi +31 other locations
Diksha Technologies,3.1,178,820,5,15,38,,,"Promotions / Appraisal, Company Culture, Job Security",IT Services & Consulting,Bengaluru +6 other locations
ANEWA Engineering,3.7,178,954,4,28,15,,Job Security,Promotions / Appraisal,Engineering & Construction,Hyderabad +1 other locations
NHPC,4.1,178,482,12,,24,3,"Job Security, Work Life Balance, Company Culture",,Power,Faridabad +25 other locations
Mansukh Securities & Finance,3.2,178,805,23,2,6,,,"Salary & Benefits, Job Security, Promotions / Appraisal",Financial Services,Ahmedabad +11 other locations
Gainwell Technologies,4,178,1500,31,25,10,7,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,IT Services & Consulting,Bengaluru +10 other locations
Qatar Petroleum,4.3,178,388,14,,28,,"Work Satisfaction, Company Culture, Work Life Balance",,Oil & Gas,Doha +11 other locations
Jubilant Industries,3.8,178,1200,18,,14,,"Job Security, Company Culture, Work Life Balance",,Agro Chemicals,New Delhi +35 other locations
Trellix,3.5,178,1400,24,34,3,5,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction",Software Product,Bengaluru +3 other locations
NuSummit,3.5,178,1300,24,27,2,1,,"Promotions / Appraisal, Company Culture, Work Satisfaction",IT Services & Consulting,Mumbai +10 other locations
Techugo,3.6,178,475,16,9,6,2,,Salary & Benefits,Software Product,Noida +7 other locations
Volante Technologies,3.3,178,1500,18,2,17,,,"Promotions / Appraisal, Work Satisfaction, Company Culture",FinTech,Chennai +5 other locations
alliantgroup,2.2,193,1000,24,,8,,,"Company Culture, Work Satisfaction, Job Security",Management Consulting,Hyderabad +3 other locations
River Engineering,3.6,178,844,9,,18,,"Work Life Balance, Work Satisfaction, Job Security","Promotions / Appraisal, Salary & Benefits",Industrial Machinery,Greater Noida +10 other locations
Hindustan Platinum,3.5,178,1200,20,14,16,,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",Metals & Mining,Mumbai +4 other locations
Cipla Industries,3.9,177,707,12,,30,1,,Job Security,Pharma,Indore +31 other locations
Matrix Cellular Services,4,177,451,2,,18,,"Skill Development / Learning, Salary & Benefits",Job Security,Telecom,New Delhi +20 other locations
Vinsum Axpress,2.9,177,518,12,,5,,,"Company Culture, Job Security, Promotions / Appraisal",Logistics,Gurugram +22 other locations
Ultra Engineers,4,177,861,12,,19,,"Company Culture, Skill Development / Learning, Work Satisfaction",,Industrial Machinery,Pune +8 other locations
Hyderabad Metro Rail,4.1,177,516,11,,22,,"Job Security, Skill Development / Learning, Work Life Balance",,Railways,Hyderabad +5 other locations
Eshopbox Ecommerce,2.9,177,617,42,20,3,6,,"Promotions / Appraisal, Company Culture, Work Life Balance",Internet,Gurugram +5 other locations
Healthplix Technologies,3,178,1100,28,20,15,,,"Job Security, Promotions / Appraisal, Company Culture",Fitness & Wellness,Bengaluru +29 other locations
Natural Remedies,3.8,177,745,15,,13,,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Pharma,Bengaluru +21 other locations
Swaraj Engines,3.7,177,555,10,,14,,,"Promotions / Appraisal, Salary & Benefits, Job Security",Automobile,Sahibzada Ajit Singh Nagar +10 other locations
Wintax Solution,4.6,177,26,4,,114,2,"Skill Development / Learning, Company Culture, Work Life Balance",,Recruitment,Surat +61 other locations
Ayoki Fabricon,3.8,177,702,7,14,13,,Skill Development / Learning,"Promotions / Appraisal, Job Security, Salary & Benefits",Engineering & Construction,Pune +25 other locations
Bentley Systems,4.1,177,1400,21,24,26,15,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,Software Product,Pune +7 other locations
Geno Pharmaceuticals,2.8,177,464,20,7,13,,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",Pharma,Mumbai +41 other locations
Asianet Satellite Communications,4.4,177,541,21,1,9,,"Work Life Balance, Company Culture, Work Satisfaction",,Internet,Thiruvananthapuram +23 other locations
Jaslok Hospital and Research Centre,4.1,177,729,9,8,18,,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",Healthcare,Mumbai +10 other locations
SeQuent Scientific,3.8,177,724,3,2,12,,Work Life Balance,"Job Security, Promotions / Appraisal",Pharma,Mumbai +17 other locations
Epimoney,3.3,177,808,18,11,1,,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",Financial Services,Mumbai +17 other locations
Aster Cmi Hospital,3.8,177,625,11,,18,,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",Healthcare,Bengaluru +7 other locations
Sandfits Foundries,4.1,177,601,35,2,7,,"Skill Development / Learning, Job Security, Work Life Balance",,Auto Components,Coimbatore +3 other locations
Eros Group,4.1,177,726,16,9,19,19,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,Real Estate,New Delhi +13 other locations
INOXCVA,3.3,177,756,8,,5,,,"Promotions / Appraisal, Company Culture, Work Satisfaction",Engineering & Construction,Vadodara +15 other locations
Lalitpur Power Generation,4.3,177,597,9,,13,1,"Job Security, Work Life Balance, Company Culture",,Power,Lalitpur +10 other locations
Dr B Lal Clinical Laboratory,4,177,408,10,,20,8,"Skill Development / Learning, Company Culture, Work Life Balance",,Healthcare,Jaipur +13 other locations
Thriveni Sainik Mining,4.2,176,560,29,2,12,,"Skill Development / Learning, Work Life Balance, Job Security",,Metals & Mining,Hazaribag +11 other locations
Archean Chemical Industries,3.8,176,778,12,1,14,,"Job Security, Company Culture, Salary & Benefits","Work Life Balance, Promotions / Appraisal",Chemicals,Bhuj +18 other locations
Talwalkars Better Value Fitness,4.2,176,435,6,,30,,"Company Culture, Work Life Balance, Skill Development / Learning",,Fitness & Wellness,Mumbai +55 other locations
KNNX Corp,2.6,176,857,11,,17,,,"Job Security, Promotions / Appraisal, Work Satisfaction",IT Services & Consulting,Noida +7 other locations
Leena Powertech Engineers,3.6,176,535,9,,6,1,Salary & Benefits,"Company Culture, Work Satisfaction, Promotions / Appraisal",Engineering & Construction,Mumbai +12 other locations
L&T Buildings & Factories,3.8,176,160,8,,95,,"Job Security, Skill Development / Learning, Salary & Benefits",Work Life Balance,Engineering & Construction,Mumbai +27 other locations
Vilcart,3.7,176,412,13,,3,2,,"Promotions / Appraisal, Job Security, Company Culture",Internet,Bengaluru +49 other locations
Denso Ten Minda India,4.1,176,730,16,,12,,"Job Security, Company Culture, Work Life Balance",,Auto Components,Bawal +10 other locations
Mandovi Motors,3.7,176,546,6,6,14,,,"Salary & Benefits, Promotions / Appraisal",Auto Components,Bengaluru +6 other locations
Divgi Torqtransfer Systems,3.2,176,806,10,1,12,2,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Auto Components,Pune +7 other locations
Dr ITM,3.2,176,460,12,,10,1,,"Work Satisfaction, Job Security, Promotions / Appraisal",BPO,Jaipur +15 other locations
LiquidHub,3.6,176,761,14,,31,,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",IT Services & Consulting,Hyderabad +8 other locations
IPL Biologicals,4.1,176,607,17,5,10,,"Work Life Balance, Job Security, Company Culture",,Agriculture,Gurugram +34 other locations
Eurofins Advinus,3.4,176,1100,9,9,7,,,"Promotions / Appraisal, Job Security, Salary & Benefits",Pharma,Bengaluru +7 other locations
Lakme Salon,4,176,469,13,,14,,"Work Satisfaction, Job Security, Skill Development / Learning",,Beauty & Personal Care,Bengaluru +47 other locations
Ashish Life Science,3.7,176,566,15,4,53,2,,"Job Security, Promotions / Appraisal",Pharma,Mumbai +10 other locations
NeST Digital,3.5,177,1200,18,107,4,3,,"Promotions / Appraisal, Salary & Benefits, Job Security",IT Services & Consulting,Kochi +9 other locations
Polyplastics,3.8,176,826,4,,9,,Job Security,"Promotions / Appraisal, Salary & Benefits",Petrochemicals,Ahmedabad +23 other locations
Cornerstone OnDemand,3.3,176,1600,35,86,7,11,,"Job Security, Promotions / Appraisal, Work Satisfaction",Software Product,Pune +6 other locations
Bhavna Corp.,3.5,177,943,19,,8,20,,"Job Security, Promotions / Appraisal, Skill Development / Learning",IT Services & Consulting,Noida +7 other locations
ABT Maruti,4,176,750,3,3,11,9,"Job Security, Skill Development / Learning",Promotions / Appraisal,Automobile,Chennai +20 other locations
Architect Hafeez Contractor,3.1,176,485,12,,9,,,"Work Life Balance, Promotions / Appraisal, Company Culture",Architecture & Interior Design,Mumbai +9 other locations
Aster MIMS,4.4,176,763,10,,14,,"Company Culture, Job Security, Work Life Balance",,Healthcare,Kozhikode +19 other locations
Aurus,2.7,176,1400,26,5,11,1,,"Company Culture, Work Life Balance, Work Satisfaction",FinTech,Pune +4 other locations
Admiral Solutions,3.3,176,904,10,,11,1,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",IT Services & Consulting,New Delhi +4 other locations
GD Goenka University,3.6,176,775,13,20,15,15,,"Job Security, Promotions / Appraisal, Company Culture",Education & Training,Gurugram +31 other locations
Digital Web Solutions,3.9,176,655,21,37,2,,"Work Life Balance, Work Satisfaction, Company Culture",,IT Services & Consulting,Gurugram +7 other locations
Thinksynq Solutions,3.9,176,674,23,,12,3,"Company Culture, Job Security, Work Life Balance","Salary & Benefits, Promotions / Appraisal",Management Consulting,Chennai +15 other locations
